category,cluster,keyword,Sacramento,San Diego,San Jose,Huntington Beach,Orange County,Livermore,San Francisco,Fremont,Los Angeles,Folsom,Roseville,San Mateo,Sunnyvale,Santa Monica,Chula Vista,Carlsbad,Thousand Oaks
water_heater,tankless,tankless water heater replacement,10,20,10,10,30,10,10,10,40,10,10,10,10,10,10,10,10
water_heater,tankless,tankless water heater replacement near me,10,10,10,10,10,10,10,0,10,0,0,10,0,0,10,0,0
water_heater,tankless,tankless water heater installation,140,320,170,30,390,10,170,40,720,10,40,20,30,10,30,10,20
water_heater,tankless,tankless water heater installation near me,20,110,20,40,110,10,10,10,50,10,10,10,10,10,10,10,10
water_heater,tankless,tankless water heater installer,140,320,170,30,390,10,170,40,720,10,40,20,30,10,30,10,20
water_heater,tankless,tankless water heater installer near me,20,110,20,40,110,10,10,10,50,10,10,10,10,10,10,10,10
water_heater,tankless,tankless water heater installation cost,90,210,110,20,390,10,90,30,480,10,20,10,10,10,20,10,20
water_heater,tankless,cost to install tankless water heater,90,210,110,20,390,10,90,30,480,10,20,10,10,10,20,10,20
water_heater,tankless,cost to replace tankless water heater,90,210,110,20,390,10,90,30,480,10,20,10,10,10,20,10,20
water_heater,gas,gas water heater replacement,20,10,20,10,10,10,10,10,20,10,10,10,10,10,10,10,10
water_heater,gas,gas water heater replacement near me,20,10,10,0,10,0,10,10,10,10,10,10,10,0,0,0,0
water_heater,gas,gas water heater installation,20,30,20,10,50,10,20,10,70,10,10,10,10,10,10,10,10
water_heater,gas,gas water heater installer,20,30,20,10,50,10,20,10,70,10,10,10,10,10,10,10,10
water_heater,gas,gas water heater installation cost,10,10,10,10,30,10,10,10,30,10,10,10,10,10,10,10,10
water_heater,gas,cost to replace gas water heater,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
water_heater,electric,electric water heater replacement,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,0,10
water_heater,electric,electric water heater replacement near me,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_heater,electric,electric water heater installation,20,30,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
water_heater,electric,electric water heater installer,20,30,20,10,30,10,10,10,50,10,10,10,10,10,10,10,10
water_heater,electric,electric water heater installation cost,10,10,10,10,20,10,10,10,20,10,10,10,10,10,10,10,10
water_heater,electric,cost to replace electric water heater,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
water_heater,heat_pump,heat pump water heater replacement,10,10,10,10,10,0,10,0,10,0,0,10,0,10,0,0,0
water_heater,heat_pump,heat pump water heater installation,50,70,90,10,90,10,90,20,110,10,10,10,20,10,10,10,10
water_heater,heat_pump,heat pump water heater installer,50,70,90,10,90,10,90,20,110,10,10,10,20,10,10,10,10
water_heater,heat_pump,heat pump water heater installation near me,10,10,10,0,10,0,10,10,10,0,10,10,0,0,0,0,0
water_heater,heat_pump,heat pump water heater installation cost,20,20,40,10,20,10,20,10,30,10,10,10,10,10,10,10,10
water_heater,heat_pump,hybrid water heater replacement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_heater,heat_pump,hybrid water heater installation,10,10,10,0,10,10,10,10,10,10,0,0,10,0,10,10,10
water_heater,heat_pump,hybrid water heater installer,10,10,10,0,10,10,10,10,10,10,0,0,10,0,10,10,10
water_heater,conversion,tank to tankless water heater conversion,10,10,10,0,10,0,0,0,10,0,0,0,0,0,0,0,10
water_heater,conversion,convert tank water heater to tankless,10,10,10,0,10,0,0,0,10,0,0,0,0,0,0,0,10
water_heater,conversion,gas to electric water heater conversion,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,0,0
water_heater,conversion,electric to gas water heater conversion,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,0,0
water_heater,problem,replace leaking water heater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_heater,problem,leaking water heater replacement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_heater,problem,replace broken water heater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_heater,problem,broken water heater replacement,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_heater,problem,no hot water water heater replacement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
painting_interior,core,interior painters,10,10,70,10,20,10,20,10,40,10,10,10,10,10,10,10,10
painting_interior,core,interior painter,10,10,70,10,20,10,20,10,40,10,10,10,10,10,10,10,10
painting_interior,core,interior painters near me,10,20,90,10,30,10,10,10,90,10,10,10,10,10,10,10,10
painting_interior,core,interior house painters,10,10,70,10,20,10,20,10,40,10,10,10,10,10,10,10,10
painting_interior,core,interior house painter,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10
painting_interior,core,interior home painters,10,10,10,10,10,0,0,10,10,0,10,10,10,0,10,0,0
painting_interior,core,interior wall painters,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0
painting_interior,core,inside house painters,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10
painting_interior,core,indoor house painters,10,0,10,0,10,0,0,0,10,0,0,10,10,0,0,0,0
painting_interior,service,interior painting,10,10,70,10,20,10,20,10,40,10,10,10,10,10,10,10,10
painting_interior,service,interior house painting,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10
painting_interior,service,interior home painting,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10
painting_interior,service,interior wall painting,10,20,10,10,30,10,10,10,50,10,10,10,10,10,10,10,10
painting_interior,service,interior painting services,10,30,20,10,40,10,20,10,50,10,10,10,10,10,10,10,10
painting_interior,service,interior house painting services,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
painting_interior,service,interior wall painting services,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10
painting_interior,service,residential interior painting,10,10,10,10,10,10,10,0,10,0,0,10,0,0,0,0,0
painting_interior,service,residential interior painting services,0,0,10,0,10,0,10,10,10,0,0,0,0,0,10,0,0
painting_interior,provider,interior painting company,10,10,10,10,90,10,10,10,10,10,10,10,10,10,10,10,10
painting_interior,provider,interior painting companies,10,10,10,10,90,10,10,10,10,10,10,10,10,10,10,10,10
painting_interior,provider,interior painting company near me,10,10,0,0,10,0,0,0,10,0,10,0,10,0,0,0,10
painting_interior,provider,interior painting contractor,40,70,40,10,110,10,40,10,140,10,10,10,10,10,10,10,10
painting_interior,provider,interior painting contractors,40,70,40,10,110,10,40,10,140,10,10,10,10,10,10,10,10
painting_interior,provider,interior painting contractors near me,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_interior,provider,interior wall painting contractors,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,0,0
painting_interior,provider,local interior painters,10,10,10,0,10,0,10,0,10,0,10,0,0,10,0,10,0
painting_interior,provider,professional interior painters,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,10,0
painting_interior,provider,professional interior painting,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,10,0
painting_interior,cost,interior painting cost,20,20,20,10,40,10,20,10,70,10,10,10,10,10,10,10,10
painting_interior,cost,interior house painting cost,10,10,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
painting_interior,cost,cost to paint house interior,10,10,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
painting_interior,cost,cost to paint interior walls,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,0,0
painting_interior,cost,interior painting estimate,10,10,10,10,10,0,10,0,10,0,10,0,10,0,0,0,0
painting_interior,cost,interior painting quote,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
painting_interior,cost,interior house painting estimate,10,10,10,0,10,0,10,10,10,10,0,10,10,0,0,0,0
painting_interior,cost,interior house painting quote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
painting_interior,cost,interior painter cost,20,20,20,10,40,10,20,10,70,10,10,10,10,10,10,10,10
painting_interior,cost,interior painting prices,20,20,20,10,40,10,20,10,70,10,10,10,10,10,10,10,10
painting_interior,rooms,whole house interior painting,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
painting_interior,rooms,home interior wall painting,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
painting_interior,rooms,room painting services,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0
painting_interior,rooms,living room painters,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
painting_interior,rooms,bedroom painters,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,10
painting_interior,rooms,kitchen painters,0,10,10,10,10,0,10,0,10,0,0,10,0,0,10,0,0
painting_interior,rooms,bathroom painters,0,10,10,10,10,0,10,10,10,0,0,10,0,0,0,0,0
painting_interior,rooms,ceiling painters,10,10,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0
painting_interior,rooms,ceiling painting services,0,10,10,0,10,0,10,10,10,0,0,0,0,0,0,0,0
painting_interior,rooms,trim painting services,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
painting_interior,rooms,baseboard painting services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
painting_interior,rooms,cabinet painting services,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_exterior,core,exterior painters,10,10,50,10,10,10,10,10,50,10,10,10,10,10,10,10,10
painting_exterior,core,exterior painter,10,10,50,10,10,10,10,10,50,10,10,10,10,10,10,10,10
painting_exterior,core,exterior painters near me,10,10,110,10,30,10,10,10,70,10,10,10,10,10,10,10,10
painting_exterior,core,exterior house painters,10,10,40,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,core,exterior house painter,10,10,40,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,core,exterior home painters,10,0,0,10,10,0,10,0,10,0,0,10,0,0,0,0,0
painting_exterior,core,outside house painters,10,10,40,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,service,exterior painting,10,10,50,10,10,10,10,10,50,10,10,10,10,10,10,10,10
painting_exterior,service,exterior house painting,10,10,40,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,service,exterior home painting,10,0,0,10,10,0,10,0,10,0,0,10,0,0,0,0,0
painting_exterior,service,exterior wall painting,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_exterior,service,exterior painting services,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,service,exterior house painting services,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
painting_exterior,service,residential exterior painting,10,10,10,10,10,10,10,10,10,10,0,10,0,0,0,0,10
painting_exterior,service,residential exterior painting services,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
painting_exterior,provider,exterior painting company,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,0
painting_exterior,provider,exterior painting companies,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,0
painting_exterior,provider,exterior painting company near me,10,50,110,10,70,10,20,90,170,10,10,10,10,10,10,10,10
painting_exterior,provider,exterior painting contractor,70,70,90,10,170,10,50,20,210,10,20,10,10,10,10,10,10
painting_exterior,provider,exterior painting contractors,70,70,90,10,170,10,50,20,210,10,20,10,10,10,10,10,10
painting_exterior,provider,exterior painting contractors near me,10,50,110,10,70,10,20,90,170,10,10,10,10,10,10,10,10
painting_exterior,provider,local exterior painters,10,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10
painting_exterior,provider,professional exterior painters,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,10,0
painting_exterior,provider,professional exterior painting,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,10,0
painting_exterior,cost,exterior painting cost,10,10,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
painting_exterior,cost,exterior house painting cost,10,10,10,10,30,10,10,10,40,10,10,10,10,10,10,10,10
painting_exterior,cost,cost to paint house exterior,10,10,10,10,30,10,10,10,40,10,10,10,10,10,10,10,10
painting_exterior,cost,cost to paint exterior walls,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,10,0
painting_exterior,cost,exterior painting estimate,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,0,10
painting_exterior,cost,exterior painting quote,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
painting_exterior,cost,exterior house painting estimate,10,10,10,0,10,0,10,10,10,10,10,0,0,0,0,0,0
painting_exterior,cost,exterior house painting quote,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
painting_exterior,cost,exterior painter cost,10,10,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
painting_exterior,cost,exterior painting prices,10,10,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
painting_exterior,surface,stucco painting,10,40,30,10,50,10,20,10,110,10,10,10,10,10,10,10,10
painting_exterior,surface,stucco painters,10,40,30,10,50,10,20,10,110,10,10,10,10,10,10,10,10
painting_exterior,surface,stucco painting services,10,10,10,10,10,0,10,10,10,10,0,0,0,0,10,0,10
painting_exterior,surface,brick house painting,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_exterior,surface,siding painting,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_exterior,surface,siding painters,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
painting_exterior,surface,wood siding painting,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,10
painting_exterior,surface,house trim painting,10,10,10,0,10,0,10,10,10,10,10,10,0,0,10,10,10
painting_exterior,surface,front door painting service,10,10,10,0,10,0,10,10,10,0,0,0,0,0,0,0,0
painting_exterior,surface,garage door painting service,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10
painting_general,core,house painters,20,50,50,10,50,10,30,10,90,10,10,10,10,10,10,10,10
painting_general,core,house painter,20,50,50,10,50,10,30,10,90,10,10,10,10,10,10,10,10
painting_general,core,house painters near me,90,590,260,30,480,40,110,70,880,30,90,20,20,10,30,20,20
painting_general,core,home painters,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,10,10
painting_general,core,residential painters,10,10,10,10,10,10,10,10,20,10,10,10,0,10,10,10,10
painting_general,core,residential painters near me,10,10,20,10,10,10,10,10,30,10,10,10,0,10,10,10,10
painting_general,service,house painting,40,50,50,10,90,10,50,20,210,10,10,10,10,10,10,10,10
painting_general,service,house painting services,10,10,50,10,20,10,20,10,40,10,10,10,10,10,10,10,10
painting_general,service,home painting services,10,10,50,10,20,10,20,10,40,10,10,10,10,10,10,10,10
painting_general,service,residential painting,10,10,10,10,10,10,10,10,20,10,10,10,0,10,10,10,10
painting_general,service,residential painting services,10,10,10,10,20,0,10,10,30,10,10,10,10,10,10,10,10
painting_general,provider,painting company,50,140,110,20,260,10,70,20,320,10,10,20,10,10,10,10,10
painting_general,provider,painting companies,50,140,110,20,260,10,70,20,320,10,10,20,10,10,10,10,10
painting_general,provider,painting company near me,140,320,210,10,390,10,140,170,480,20,390,10,10,10,20,10,10
painting_general,provider,painting contractor,30,90,90,10,110,10,140,10,260,10,10,10,10,10,20,10,10
painting_general,provider,painting contractors,30,90,90,10,110,10,140,10,260,10,10,10,10,10,20,10,10
painting_general,provider,painting contractors near me,40,50,70,10,140,10,40,10,210,10,10,10,10,10,10,10,10
painting_general,provider,local painting company,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10
painting_general,provider,local house painters,10,10,30,10,10,10,10,10,50,10,10,10,10,10,10,10,10
painting_general,provider,professional house painters,10,10,20,10,20,10,10,10,20,10,10,10,10,10,10,10,10
painting_general,cost,house painting cost,10,20,20,10,40,10,10,10,50,10,10,10,10,10,10,10,10
painting_general,cost,cost to paint a house,10,20,20,10,40,10,10,10,50,10,10,10,10,10,10,10,10
painting_general,cost,house painting estimate,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,0,10
painting_general,cost,house painting quote,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
painting_general,cost,painting estimate,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
painting_general,cost,painting quote,10,10,10,10,20,10,10,10,30,10,10,10,10,10,10,10,10
painting_general,cost,free painting estimate,10,10,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0
wallpaper,core,wallpaper installer,20,70,30,10,70,10,50,10,110,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper installers,20,70,30,10,70,10,50,10,110,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper installer near me,20,40,20,10,70,10,40,10,110,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper installation,20,70,30,10,70,10,50,10,110,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper installation near me,20,40,20,10,70,10,40,10,110,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper installation service,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper installation services,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper hanging,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
wallpaper,core,wallpaper hanging near me,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10
wallpaper,core,wallpaper hanging service,10,10,10,10,10,0,10,10,10,0,0,0,0,0,0,0,0
wallpaper,core,wallpaper hanging services,10,10,10,10,10,0,10,10,10,0,0,0,0,0,0,0,0
wallpaper,core,wallpaper hanger,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
wallpaper,core,wallpaper hangers,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
wallpaper,core,wallpaper hanger near me,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10
wallpaper,provider,wallpaper installation company,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
wallpaper,provider,wallpaper installation contractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,provider,wallpaper installation contractors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,provider,professional wallpaper installer,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
wallpaper,provider,professional wallpaper installer near me,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10
wallpaper,provider,professional wallpaper installation,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
wallpaper,provider,professional wallpaper hanging,10,10,10,10,10,0,10,0,10,0,0,10,10,0,0,0,0
wallpaper,provider,local wallpaper installer,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
wallpaper,provider,hire wallpaper installer,10,0,10,0,10,0,10,0,10,10,0,0,0,0,0,0,0
wallpaper,cost,wallpaper installer cost,10,10,10,10,20,10,10,10,40,10,10,10,10,10,10,10,10
wallpaper,cost,wallpaper installation cost,10,10,10,10,20,10,10,10,40,10,10,10,10,10,10,10,10
wallpaper,cost,cost to install wallpaper,10,10,10,10,20,10,10,10,40,10,10,10,10,10,10,10,10
wallpaper,cost,wallpaper hanging cost,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
wallpaper,cost,cost to hang wallpaper,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
wallpaper,cost,wallpaper installation estimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,cost,wallpaper installation quote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,cost,wallpaper installer prices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,cost,professional wallpaper installer cost,10,10,0,0,10,0,10,0,10,0,0,10,0,0,0,0,0
wallpaper,type,peel and stick wallpaper installer,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10
wallpaper,type,peel and stick wallpaper installation,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10
wallpaper,type,mural wallpaper installer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,type,wall mural installation,10,10,10,0,10,0,10,10,10,0,10,10,0,0,0,0,0
wallpaper,type,grasscloth wallpaper installer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallpaper,type,grasscloth wallpaper installation,10,10,0,0,10,0,10,0,10,0,0,0,0,0,0,10,10
wallpaper,type,textured wallpaper installation,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
wallpaper,type,vinyl wallpaper installation,10,10,10,0,10,0,10,0,10,0,10,0,0,0,0,0,10
wallpaper,type,custom wallpaper installation,0,10,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0
wallpaper,type,residential wallpaper installation,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
floristry,occasion,birthday flowers,390,590,320,40,880,20,320,70,1300,30,70,30,40,20,50,20,40
floristry,delivery,flower delivery,880,2400,1000,210,3600,90,1600,260,5400,140,210,140,170,210,210,170,170
floristry,core,flowers,8100,12100,6600,1000,22200,390,8100,1600,40500,720,1000,720,1000,720,1600,480,880
floristry,custom,personalized bouquets from local florists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floristry,roses,rose bouquets,170,260,170,20,480,10,210,50,880,10,20,10,20,10,40,10,10
floristry,delivery,same day flower delivery,260,590,320,70,880,30,390,70,1600,30,50,30,50,50,50,40,50
floristry,occasion,sympathy flowers,50,140,90,10,260,10,90,20,320,10,10,10,10,10,20,10,10
